Wandoor,50973,4,13.8
Thuvvur,29991,6,3.7
Kerala Estate,14871,5,8.7
Karuvarakundu,26712,5,5.8
Malappuram,122893,2,4.9
Morayur,33960,5,7.6
Pookkottur,37636,15,0.7
Pandalur,17375,14,11.0
Ponmala,33922,11,1.4
Nilambur,312590,11,4.6
Pullipadam (Part),1355,15,6.8
Akampadam,16964,18,6.7
Kurumbilangode,21803,1,6.1
Chungathara,35406,7,1.9
Edakkara,60573,6,13.1
Vazhikkadavu,47322,20,12.1
Amarambalam,35975,18,12.2
Karulai,25758,8,12.4
Chekkode,19510,7,9.8
Kalikavu,22018,18,9.0
Vellayur,25906,3,0.7
Perintalmanna,224563,11,13.9
Edappatta,22729,18,1.8
Melattur,27250,20,6.7
Thrithala,160180,15,2.0
Anakkara,24699,1,0.3
Pattithara,33157,1,6.4
Kappur,31337,19,2.0
Chalissery,24238,15,2.9
Nagalassery,27606,18,5.8
Thirumittacode-I,19143,20,3.0
Pattambi,206273,2,8.4
Parudur,26638,1,11.8
Thiruvegapura,33942,8,13.2
Vilayur,23389,5,2.4
Kulukkallur,27971,3,3.1
Nellaya,36146,6,10.2
Vallapuzha,28018,11,5.7
Koppam,30169,3,9.7
Sreekrishnapuram,178585,18,3.6
Cherpulacherry,34899,9,10.2
Vellinezhi,20168,10,2.6
Karimpuzha-I,19287,4,5.3
Karimpuzha-II,12830,17,8.7
Kadampazhipuram-II,15363,15,8.2
Kadampazhipuram-I,16003,3,4.5
Sreekrishnapuram -I,14797,2,2.8
Sreekrishnapuram -II,14736,11,3.3
Thrikkadeeri -II,15357,14,7.4
Thrikkadeeri -I,15005,4,2.2
Kongad-II (Part),140,12,12.9
Ottappalam,135010,7,1.4
Ananganadi,24445,18,6.1
Chalavara,23466,4,6.0
Vaniyamkulam-I,15965,18,6.9
Ambalapara - II,24889,17,2.4
Ambalapara - I,13387,9,2.0
Lakkidi-Perur- I ,13358,20,5.4
Lakkidi-Perur- II (Part),19401,11,0.0
Mannur (Part),5,18,4.0
Mankara (Part),94,8,2.0
Palakkad,172514,1,2.1
Lakkidi-Perur- II (Part),58,8,3.7
Kongad-II (Part),15212,6,7.0
Keralassery,15022,17,8.1
Mannur (Part),19800,14,10.9
Mankara (Part),18687,3,2.4
Kongad-I,14808,6,10.7
Mundur-II,10314,8,1.2
Mundur-I,20334,2,11.9
Parli-I,17369,18,2.1
Parli-II,17082,4,7.7
Kannadi-II (Part),2698,19,3.8
Kodumba,21130,10,13.9
Chowwannur,30575,19,14.2
Perumpilavu,9896,3,2.7
Chowwannur (Part),6907,18,13.9
Mangad (Part),3989,1,3.5
Kanipayyur (Part),3245,16,11.0
Chemmanthatta,6538,16,0.6
Wadakkanchery,125557,1,10.1
Kadangode,9016,6,11.9
Thichur,8165,8,10.1
Arangottukara,3013,3,12.5
Pallur,7197,4,0.6
Thalassery,3318,2,0.9
Pilakkad,3276,3,11.0
Varavoor,8944,14,11.5
Attoor,7327,13,14.2
Mullurkara,13491,19,3.1
Kanjirakode,4474,19,5.2
Vellarakkad,5771,15,10.5
Vellattanjur,6704,5,8.1
Thayyur,4740,3,11.7
Kiralur,2261,16,0.7
Parlikad,4771,10,11.7
Puthuruthy,4390,9,7.3
Thekkumkara,15267,19,7.6
Karumathara,3814,5,0.2
Viruppakka,2037,10,0.9
Manalithara,7581,1,2.9
Pazhayannur,135913,5,1.3
Painkulam,9517,4,13.5
Mayannur,6660,8,10.3
Pampady,3515,7,6.4
Thiruvilwamala,11793,3,9.3
Vadakkethara,10261,15,1.7
Kondazhy,11507,1,8.1
Chelakode,4236,2,12.6
Venganellur,10664,13,4.6
Killimangalam,9119,6,11.3
Panjal,6388,5,12.4
Kurumala,3536,10,10.1
Thonnurkara,6799,19,9.3
Pangarappilly,5467,18,4.7
Pulakode,6456,14,12.8
Pazhayannur,16688,19,12.4
Vennur,3023,10,1.3
Elanad,10284,9,4.5
Chavakkad,22929,20,8.2
Kadappuram (Part),22929,17,1.9
Talikkulam,77753,20,5.0
Kadappuram (Part),9,11,11.0
Engandiyur,23101,19,11.1
Parakkadavu (Part),47199,10,9.8
Parakkadavu,30766,8,2.7
Kunnukara,16433,16,5.1
Chalakudy (Part),348,7,12.6
Kuttampuzha (Part),348,9,3.4
Koovappady,100384,3,3.0
Kodanad,14244,18,8.5
Kombanad,10976,2,12.8
Vengoor,10961,12,2.9
Vengoor West,17355,14,11.5
Asamannoor,19311,11,15.0
Rayamangalam,27537,4,8.9
Vazhakulam,51142,6,11.1
Arakapady,17779,9,14.3
Pattimattom (Part),10177,10,13.9
Kizhakkambalam,23186,6,10.0
Vadavukode,114574,2,4.5
Irapuram ,19137,19,9.1
Mazhuvannoor,14946,1,2.1
Pattimattom (Part),11418,4,6.7
Vadavukode,2377,2,13.2
Aikaranad North,20316,13,8.9
Aikaranad South,21053,17,7.2
Thiruvaniyoor,25327,19,9.7
Angamaly,113930,20,3.0
Karukutty,28076,4,11.9
Mookkannoor,19009,10,4.1
Ayyampuzha,14253,6,0.9
Manjapra,15312,16,4.0
Malayattoor,14494,12,4.6
Thuravoor,22786,6,8.9
Alangad,0,14,4.9
Paravur,10813,13,2.0
Ezhikkara,10813,15,1.2
Vypin,102093,5,14.6
Kuzhuppilly,23858,2,6.8
Pallippuram,32321,11,3.3
Edavanakkad,21787,4,12.1
Nayarambalam,24127,7,2.2
Palluruthy,14928,12,10.3
Chellanam,14928,13,10.4
Edapally,546,16,5.5
Thrikkakara North (Part),546,1,1.5
Mulamthuruthy,32428,15,12.2
Edakkattuvayal,11912,1,10.6
Kaippattur,6246,4,1.0
Kulayettikara,7914,11,14.8
Keecherry,6356,4,4.4
Vyttila,0,19,3.4
Muvattupuzha (Part),150753,5,12.8
Muvattupuzha (Part),642,8,9.9
Kumaramangalam (Part),642,11,9.2
Kothamangalam (Part),105,4,0.5
Kumaramangalam (Part),15,6,7.1
Kodikulam (Part),90,7,14.7
Devikulam,121577,14,6.8
Marayoor,12399,9,5.1
Keezhanthoor,4205,19,6.4
Kanthalloor,6758,12,6.8
Kottakamboor,2405,15,1.3
Vattavada,3292,14,13.9
Kannan Devan Hills,55738,1,4.9
Mankulam,9595,13,7.1
Chinnakanal,12005,15,11.7
Poopara (Part),7971,7,4.2
Rajakumari (Part),427,11,2.6
Santhanpara,6782,6,11.5
Adimali,126262,7,6.0
Mannamkandam,40593,9,6.4
Anaviratty,5050,19,11.4
Pallivasal,10875,11,0.5
Kunjithanny,12202,14,1.0
Vellathuval,14509,17,1.1
Konnathady,29092,5,2.5
Rajakkad (Part),1288,16,7.9
Baisonvally,12653,11,2.6
Nedumkandam,147661,10,10.9
Rajakkad (Part),15198,20,9.5
Poopara (Part),260,12,7.6
Rajakumari (Part),15826,15,4.2
Kanthippara,10901,3,8.9
Chathurangapara,4177,14,10.1
Udumbanchola,10064,10,14.5
Kalkoonthal (Part),23009,14,10.6
Parathodu,20417,2,10.3
Pampadumpara,17336,2,6.0
Karunapuram,30473,11,4.6
Idukki,124516,6,4.1
Vathikudy,26359,6,0.7
Upputhode,8755,12,4.5
Thankamony,24389,9,2.0
Kanjikuzhi,26809,19,4.7
Idukki,21724,20,10.2
Arakkulam (Part),11716,6,9.0
Kudayathoor (Part),444,3,1.6
Elappally,4320,11,5.9
Kattappana,178506,5,6.7
Kalkoonthal (Part),18997,17,0.2
Vandanmedu,12138,9,6.9
Kattappana,42646,13,6.2
Uzhavoor,147771,19,11.1
Veliyannoor,9917,7,1.4
Monippally,10733,20,9.4
Uzhavoor,9063,1,12.5
Vellilappally (Part),15208,2,0.5
Ramapuram (Part),14187,5,2.0
Kurichithanam,9383,4,11.5
Kuravilangad,18033,15,8.1
Kanakkari (Part),22744,20,0.1
Elackad,13333,9,0.5
Kidangoor,25170,5,5.8
Lalam,104452,2,0.2
Vellilappally (Part),1301,19,4.9
Ramapuram (Part),2741,7,6.4
Kadanad,14692,7,5.7
Thalappalam (Part),75,5,9.3
Bharananganam (Part),15666,7,11.0
Lalam (Part),9137,13,8.0
Vallichira,13716,7,5.3
Puliyannoor (Part),15414,6,11.5
Meenachil (Part),15608,11,15.0
Poovarany,16102,3,10.3
Erattupetta,97329,18,14.0
Melukavu,9385,4,13.0
Moonilavu,9213,16,9.4
Poonjar Vadakkekara,8222,7,7.4
Teekoy,9418,5,5.3
Thalappalam (Part),9360,5,10.4
Bharananganam (Part),1483,5,10.4
Kondoor,20510,2,6.0
Poonjar Thekkekara,19470,13,9.7
Poonjar Nadubhagam,10268,2,0.7
Ettumanoor,61873,11,10.3
Kanakkari (Part),49,7,14.9
Arpookara,23366,14,0.7
Kaipuzha,6328,2,1.7
Onamthuruth,13375,5,12.2
Peroor,18691,4,14.9
Kumarakam (Part),64,7,14.3
Vaikom,125092,6,9.3
Chempu,21049,1,9.7
Kulasekharamangalam,21728,11,12.8
Vadakkemuri (Part),17019,15,8.3
Naduvile (Part),8593,12,10.8
Vaikom (Part),19511,9,8.7
Thalayazham,20151,15,4.2
Vechoor,17041,17,14.1
Kaduthuruthy,162088,17,10.0
Velloor,22785,3,2.1
Mulakulam,22360,13,2.6
Veliyanad (Part),83453,10,8.3
Pulinkunnu,15210,9,12.9
Kunnumma,14252,18,2.2
Kavalam,13089,5,6.2
Neelamperoor,5841,6,13.6
Veliyanad,12501,5,3.7
Ramankary,10755,8,9.7
Edathua  (Part),2605,2,7.4
Muttar,9200,15,0.5
Thaikattussery,41303,16,2.4
Perumbalam,9733,2,5.9
Panavally,31570,16,10.4
Pattanakkad,80918,7,0.4
Thuravoor Thekku,28802,7,13.6
Pattanakkad,31629,12,6.5
Kadakkarappally,20487,10,6.9
Kanjikkuzhi,71424,6,6.4
Cherthala North (Part),13945,2,1.0
Cherthala South (Part),26157,12,9.7
Mararikkulam North,31322,6,14.2
Aryad,29808,11,11.9
Kalavoor,29808,10,8.7
Aryad South (Part) (UI),0,19,14.4
Ambalappuzha ,73790,17,11.9
Ambalappuzha,33939,7,5.6
Karumady  (Part),10069,5,4.1
Purakkad,29782,15,4.2
Champakkulam,113022,15,9.4
Mullakkal (Part) ,497,9,7.4
Karumady (Part),3068,6,3.8
Kainakary North,8292,10,2.5
Kainakary South,15405,20,9.8
Champakkulam,15848,10,3.3
Nedumudi,14601,20,7.1
Thakazhy,15758,3,14.5
Edathua  (Part),19094,13,9.5
Thalavady (Part),20459,5,14.9
Pulikkeezh (Part),97,11,4.7
Thalavady (Part),97,1,8.7
Haripad,90356,10,5.4
Karuvatta,14755,12,4.7
Cheruthana,12882,10,8.4
Veeyapuram,11392,13,1.2
Pallippad,24648,7,10.0
Thrikkunnapuzha,26679,11,14.3
Muthukulam,29264,15,2.9
Arattupuzha,29264,20,14.9
Chengannur,144927,13,8.7
Ennakkad,18444,8,14.2
Pandanad (Part),11489,2,10.6
Veliyanad (Part),83,7,11.7
Peringara (Part),83,2,13.4
Pulikkeezh (Part),87619,1,0.4
Niranam,10770,5,6.3
Kadapra,23502,19,13.7
Nedumpuram,12694,5,3.6
Peringara (Part),14357,6,9.8
Kavumbhagom (Part),6644,14,14.2
Kuttoor,19652,5,1.0
Kulanada (Part),66775,7,2.1
Kulanada,21217,15,1.0
Mezhuveli,16863,14,4.7
Kidangannur,14264,8,0.6
Aranmula,14431,6,13.3
Bharanikkavu (Part),44,15,1.9
Pallickal (Part),44,18,6.4
Mallappally,118203,17,8.9
Kaviyoor,16852,3,12.9
Kunnamthanam,20573,18,5.4
Kallooppara,16837,15,14.5
Mallappally,17693,18,5.4
Anicad,14678,8,7.4
Kottangal,17174,7,1.8
Perumpetty,14396,12,6.4
Koipuram,120731,6,11.5
Eraviperoor,25172,4,8.6
Koipuram,26425,2,6.1
Thottapuzhassery,14469,17,14.3
Ezhumattoor,10698,16,4.4
Thelliyoor,8101,7,4.8
Puramattam,14069,17,10.5
Ayiroor,21797,12,7.9
Ranni,164463,19,7.6
Chethakkal,15027,15,7.5
Kollamula,22449,20,11.9
Perunad,15018,14,4.5
Athikkayam,9548,2,10.1
Pazhavangadi,20068,15,11.1
Angadi,14855,12,4.3
Ranni (Part),13345,7,2.4
Vadasserikkara (Part),21755,7,2.8
Chittar-Seethathodu,31969,3,2.3
Mylapra (Part),100,18,10.9
Thannithode (Part),329,20,7.5
Elanthoor,92484,6,6.3
Cherukole,12169,2,3.3
Mallapuzhassery,11784,3,8.5
Elanthoor,15344,19,11.5
Chenneerkara,19124,5,11.2
Omalloor,17611,9,3.2
Varkala,159846,13,7.7
Edava,25994,16,13.6
Ayiroor,25307,19,5.3
Chemmaruthy,32444,6,12.0
Ottoor,16085,3,1.4
Vettoor-Cherunniyoor ,36818,12,11.3
Manamboor,23198,16,7.7
Kilimanoor,198519,20,5.4
Navaikulam,26551,3,10.1
Pallickal,16873,20,3.1
Madavoor,21118,9,3.5
Kudavoor,14151,10,11.9
Vellalloor,11440,15,3.0
Kilimanoor,20515,5,12.2
Pazhayakunnummel,24608,14,13.4
Pulimath,22045,9,6.7
Koduvazhannoor,10248,3,4.1
Nagaroor,15072,13,14.6
Karavaram,15898,16,5.3
Chirayinkeezhu,78143,15,13.1
Elamba-Mudakkal,20314,3,0.7
Attingal-Avanavancherry (Part),5290,4,13.9
Kadakkavoor,22632,3,2.8
Sarkara-Chirayinkeezhu,29907,4,2.4
Vamanapuram,216222,18,5.5
Nellanad,25981,3,2.9
Vamanapuram,21038,18,12.9
Kallara,25844,20,7.3
Pangode,29039,14,4.9
Peringamala,19164,14,12.1
Thennoor (Part),10344,17,0.4
Palode,14922,9,15.0
Kurupuzha,10167,11,13.2
Pullampara,21817,1,1.7
Koliyakode,19274,5,0.1
Manikkal,18632,10,10.5
Vellanad,192465,6,9.1
Thennoor (Part),1302,2,14.7
Tholicode,31784,14,7.7
Vithura,18437,2,12.7
Mannoorkara,18343,8,11.4
Aryanad,26361,17,5.6
Uzhamalackal,21472,19,4.2
Aruvikkara (Part),513,17,0.8
Vellanad,28667,9,4.4
Perumkulam,19202,4,12.7
Veeranakavu,26384,18,10.7
Nedumangad,119714,20,9.7
Panavoor,20348,17,11.1
Theakada,13567,15,11.2
Manjeshwar,237875,11,12.8,"Manjeshwar, Manjeswaram, Kasaragod district, Kerala, 574156, India",12.7193588,74.8861095
Pavoor,4798,1,9.5,"Pavoor, Vorkady, Manjeswaram, Kasaragod district, Kerala, India",12.7578254,74.90980647942887
Vorkady,8787,8,9.9,"Vorkady, Taudugoli, Manjeswaram, Kasaragod district, Kerala, India",12.76129015,74.95314681728178
Pathur,6383,13,7.2,"Pathur, Kudavasal, Thiruvarur District, Tamil Nadu, 613702, India",10.7816249,79.4842804
Kodalamogaru,5788,15,7.9,"Kodlamogaru, Manjeswaram, Kasaragod district, Kerala, India",12.7509267,74.9642494
Koliyoor,2743,2,12.7,"VCB at Koliyoor-Renjagudi, Manjeswaram, Kasaragod district, Kerala, 671323, India",12.7354108,74.9592244
Kaliyoor,2323,16,13.6,"kaliyoor busstop, Vedivachan Koil to Vellayani, Mukaloormoola, Thiruvananthapuram, Kerala, 695001, India",8.4321369,77.0167049
Meenja,4144,16,9.9,"Meenja, Manjeswaram, Kasaragod district, Kerala, 671323, India",12.7159433,74.9522495
Kadambar,2616,20,3.1,"Kadambar, Morathana, Manjeswaram, Kasaragod district, Kerala, India",12.725126750000001,74.93850066292049
Moodambail,4779,7,3.9,"Government High School Moodambail, LR, Meenja, Manjeswaram, Kasaragod district, Kerala, 671323, India",12.691699400000001,74.92010190646468
Kuloor,3381,17,13.0,"Kuloor, Mangaluru taluk, Dakshina Kannada district, Karnataka, 575010, India",12.9230007,74.831304
Badaje,8170,7,10.9,"Badaje, Manjeshwar, Manjeswaram, Kasaragod district, Kerala, India",12.7243994,74.90029397867366
Mulinja,3841,16,11.8,"Mulinja, Santhwadi, Manjeswaram, Kasaragod district, Kerala, India",12.68647015,74.91594742093727
Kodibail,3614,20,9.9,"NA Lower Primary School, Kodibail, LR, Mulinja SC Colony, Uppala, Manjeswaram, Kasaragod district, Kerala, 671322, India",12.6720543,74.9167334
Ichilangod,4148,10,2.9,"IA Lower Primary School, Ichilangod, LR, Water Tank SC Colony, Manjeswaram, Kasaragod district, Kerala, 671324, India",12.6368644,74.9507242
Heroor,3195,1,8.5,"Government Boys Lower Primary School, Heroor, LR, Chinnamugar, Manjeswaram, Kasaragod district, Kerala, 671324, India",12.6389125,74.9709965
Kubanoor,2178,7,0.4,"Kubanoor, Bekoor, Manjeswaram, Kasaragod district, Kerala, 671332, India",12.667236500000001,74.94539477787728
Bekoor,1856,7,2.4,"Bekoor, Manjeswaram, Kasaragod district, Kerala, 671332, India",12.6700436,74.9357444
Kayyar,4268,17,13.1,"Kayyar, Kandal, Manjeswaram, Kasaragod district, Kerala, India",12.6698743,74.9662480600428
Kudalmarkala,7081,15,14.5,"Kudalmarkala, Manjeswaram, Kasaragod district, Kerala, 671348, India",12.6572878,75.0133998
Paivalike,9034,13,7.3,"Paivalike, Manjeswaram, Kasaragod district, Kerala, 671348, India",12.6872552,74.9869627
Chippar,2834,5,5.4,"Chippar, Paivalike, Manjeswaram, Kasaragod district, Kerala, India",12.7074214,75.00040169294985
